"match_id","home_team_id","away_team_id","competition_id","season_id","date_time","gameweek","home_ft_score","away_ft_score","home_corners","away_corners"
8819522,1620,1621,346,188096,2022-10-15 14:00:00,15,1,2,9,4
7606662,3315,3205,524,187528,2022-03-18 17:45:00,30,4,1,6,2
7246193,5644,5638,255,187168,2021-07-08 00:30:00,10,0,2,7,3
8786147,3795,3797,412,188122,2023-04-09 13:00:00,30,0,2,3,2
7606746,3158,3173,524,187528,2022-01-16 17:00:00,22,1,0,1,1
6589409,1611,1610,364,186810,2020-10-24 16:30:00,6,0,0,9,6
7606728,3185,3315,524,187528,2022-01-23 14:00:00,23,1,1,4,3
9967399,5640,5655,255,188756,2023-05-06 19:00:00,4,2,1,4,4
6185006,5659,5643,255,186667,2020-10-19 23:00:00,17,0,0,11,5
12194921,1627,1619,346,188987,2024-05-12 13:15:00,1,0,0,7,9
7512297,1621,1637,346,187482,2021-10-23 14:00:00,14,2,0,2,2
7606715,3176,3172,524,187528,2022-02-20 11:30:00,26,1,0,2,1
6589410,1619,1623,364,186810,2020-10-25 14:00:00,6,2,0,4,5
8785216,2481,2443,426,188082,2023-03-04 14:30:00,23,2,1,3,7
7246068,5649,5669,255,187168,2021-09-12 14:00:00,20,2,0,5,4
6593986,1673,1637,346,186333,2021-01-02 15:00:00,23,1,2,4,4
10607863,3236,3173,524,188994,2024-03-16 14:00:00,29,1,0,3,7
6184918,5685,5646,255,186667,2020-09-06 14:00:00,8,1,2,5,3
6589383,1609,1636,364,186810,2020-10-04 13:00:00,4,2,1,2,4
6593836,1641,1659,346,186333,2021-03-06 15:00:00,35,1,1,5,4
7517929,3770,3797,412,187374,2021-10-23 15:00:00,11,2,1,1,3
10607803,3236,3157,524,188994,2024-02-18 19:45:00,25,4,2,7,3
8341408,5648,5650,255,187965,2022-09-28 22:00:00,28,4,0,5,5
8341450,5659,5685,255,187965,2022-10-26 22:30:00,34,2,1,5,4
6632591,674,682,795,186267,2021-03-05 20:00:00,26,2,1,5,3
7516658,2444,2469,426,187511,2022-02-20 14:30:00,23,4,1,6,4
8785226,2975,2462,426,188082,2023-02-25 14:30:00,22,2,1,2,6
8826895,3163,3205,524,188160,2023-02-26 17:00:00,24,2,2,5,2
8786178,19830,3769,412,188122,2023-02-01 20:00:00,21,3,2,5,4
10607649,3157,3254,524,188994,2023-12-02 19:45:00,14,3,1,6,7
11933014,5638,5657,255,189744,2024-10-17 00:45:00,30,3,0,3,5
8785085,2462,2500,426,188082,2022-10-01 13:30:00,8,2,0,4,7
8819417,1636,1637,346,188096,2022-08-30 18:45:00,7,4,0,3,5
11622951,1640,1655,346,188987,2024-01-30 19:45:00,29,2,2,1,5
7512098,1650,1620,346,187482,2022-02-09 19:45:00,31,2,2,3,8
10572210,2451,2447,426,188974,2024-02-17 14:30:00,22,1,1,5,3
8786117,3773,3776,412,188122,2023-03-04 16:00:00,26,1,1,9,3
7606883,3162,3192,524,187528,2021-11-07 17:00:00,12,3,0,5,1
10572019,2453,2443,426,188974,2023-08-26 13:30:00,2,1,0,5,5
10567102,3777,3787,412,189971,2023-12-17 14:00:00,16,0,1,12,5
7485398,1628,1613,364,187475,2021-10-23 14:00:00,9,1,1,3,7
6639396,3157,3164,524,186353,2021-04-03 10:30:00,29,1,1,5,5
10567005,3802,3803,412,189971,2023-09-17 13:00:00,5,1,2,8,8
6542834,2451,2449,426,186265,2021-03-13 14:30:00,25,5,0,3,8
6589477,1630,1613,364,186810,2020-12-16 18:00:00,13,5,2,7,4
7246137,5654,5674,255,187168,2021-08-15 19:00:00,16,2,0,6,2
8786334,3780,3770,412,188122,2023-05-14 13:00:00,35,0,0,10,5
10567110,3777,3803,412,189971,2023-12-10 14:00:00,15,0,1,3,2
7517979,3776,3802,412,187374,2021-09-22 17:00:00,7,2,1,4,4
8823082,679,678,795,188124,2023-02-19 17:30:00,22,1,0,6,5
8786345,3776,3770,412,188122,2023-05-27 19:00:00,37,2,1,5,3
10480129,1609,1624,364,188989,2023-09-24 13:00:00,6,2,2,11,4
8785284,2482,2454,426,188082,2023-01-28 14:30:00,18,1,4,4,3
7485284,1613,1646,364,187475,2021-12-04 15:00:00,15,1,0,10,3
6593935,1647,1655,346,186333,2021-01-30 15:00:00,27,1,0,4,0
10607760,3187,3166,524,188994,2024-05-11 16:00:00,36,0,2,9,3
6632592,687,695,795,186267,2021-03-07 17:30:00,26,1,0,7,5
8819659,1638,1655,346,188096,2022-12-29 19:45:00,25,0,0,3,4
8785276,2443,2453,426,188082,2023-04-16 13:30:00,28,1,2,5,2
6632672,681,675,795,186267,2021-01-09 20:00:00,18,0,0,2,4
8341291,5650,5669,255,187965,2022-07-24 19:00:00,19,1,0,8,3
7246131,5677,5812,255,187168,2021-08-15 21:15:00,16,1,2,4,5
10572251,2658,2454,426,188974,2024-03-16 14:30:00,26,1,1,10,4
11933055,5650,5677,255,189744,2024-11-09 22:00:00,33,2,1,7,2
6425330,3771,3770,412,186243,2020-11-28 16:00:00,12,3,1,3,7
10607566,3187,3178,524,188994,2023-11-12 11:30:00,12,0,1,8,3
7536405,692,681,795,187526,2022-01-19 18:00:00,21,2,0,0,5
8823152,682,691,795,188124,2023-04-27 17:30:00,31,4,2,9,2
7512027,1618,1672,346,187482,2022-03-12 15:00:00,37,0,0,5,6
8785213,2449,2445,426,188082,2023-02-25 17:30:00,22,2,1,6,9
8785288,2443,2451,426,188082,2023-01-28 14:30:00,18,2,1,2,6
6425307,3775,3774,412,186243,2020-12-13 12:00:00,14,0,1,3,6
6593950,1663,10529,346,186333,2021-01-27 19:00:00,26,2,2,1,3
8826810,3164,3168,524,188160,2022-11-12 17:00:00,15,0,2,9,0
6589510,1613,1612,364,186810,2020-12-30 20:00:00,16,0,0,5,12
8819805,1621,1646,346,188096,2023-04-25 19:00:00,38,0,1,10,4
8823063,682,756,795,188124,2023-01-22 13:00:00,18,1,0,3,2
6425438,3788,3782,412,186243,2021-02-28 14:00:00,27,2,1,5,3
10480120,1614,1633,364,188989,2023-10-22 15:30:00,9,4,1,8,7
6632756,679,676,795,186267,2020-11-21 20:00:00,10,1,0,8,8
11932994,5663,5677,255,189744,2024-09-22,27,4,1,2,1
8785793,3799,3802,412,188122,2022-08-31 17:00:00,5,2,4,4,3
8819821,1626,1636,346,188096,2023-04-01 14:00:00,39,0,1,4,5
6425525,3813,3766,412,186243,2021-05-16 19:00:00,37,2,5,3,6
7517775,3774,3772,412,187374,2022-01-16 12:00:00,21,6,0,9,1
10607643,3157,3236,524,188994,2023-12-17 11:30:00,16,3,0,4,5
6425193,3776,3770,412,186243,2020-09-25 19:00:00,5,2,0,4,7
10517464,1640,1632,346,188987,2023-08-26 14:00:00,4,0,0,4,7
8826773,3185,3157,524,188160,2022-10-30 19:45:00,12,2,1,6,1
7485400,1626,1630,364,187475,2021-10-31 14:00:00,10,1,2,5,0
6593731,10529,1678,346,186333,2021-04-24 14:00:00,44,2,1,7,6
10480098,1616,1610,364,188989,2023-10-02 19:00:00,7,0,2,8,1
10572100,2462,2447,426,188974,2023-10-29 14:30:00,9,3,3,0,4
6632605,698,674,795,186267,2021-02-27 20:00:00,25,3,0,3,6
7535974,676,682,795,187526,2022-05-22 20:00:00,38,0,2,12,1
10518145,1620,1672,346,188987,2023-12-13 20:00:00,21,1,2,5,4
6184969,5653,5657,255,186667,2020-10-04 23:30:00,13,4,1,6,3
8341275,5638,5648,255,187965,2022-07-17 19:00:00,17,2,2,5,3
8819687,1632,1620,346,188096,2023-01-22 12:00:00,28,2,0,4,8
6594077,1660,1626,346,186333,2020-12-02 19:45:00,15,3,1,4,9
10517443,1632,1643,346,188987,2023-08-19 14:00:00,3,2,1,5,0
6632726,692,700,795,186267,2020-12-14 20:00:00,13,4,0,1,5
8819669,1646,1640,346,188096,2023-01-14 15:00:00,27,1,0,3,5
6594046,1621,1626,346,186333,2020-12-12 15:00:00,18,1,2,6,3
10320079,1660,1632,346,188096,2023-05-16 19:00:00,2,2,0,7,5
10567285,3766,19830,412,189971,2024-04-28 17:00:00,31,3,2,3,3
6639550,3157,3162,524,186353,2020-12-23 19:45:00,14,3,2,4,6
8819769,1637,1664,346,188096,2023-02-25 15:00:00,34,3,1,3,8
8785170,2481,2454,426,188082,2023-01-25 19:30:00,17,1,0,3,2
7535995,702,679,795,187526,2022-05-11 19:30:00,36,0,2,6,3
8785241,2975,2460,426,188082,2023-04-01 13:30:00,26,0,3,3,4
6639494,3194,3187,524,186353,2021-01-24 14:00:00,19,3,1,3,3
10480138,1651,1613,364,188989,2023-09-02 16:30:00,4,3,1,5,3
7512253,1616,1647,346,187482,2021-11-24 19:45:00,19,0,0,7,5
6639657,3157,3205,524,186353,2020-10-04 16:00:00,3,3,0,4,6
7516779,2448,2453,426,187511,2021-11-27 14:30:00,13,2,1,4,7
7536272,846,675,795,187526,2021-11-21 15:15:00,14,1,4,8,6
7485448,1625,1619,364,187475,2021-09-18 14:00:00,5,0,0,8,5
7512339,1655,1663,346,187482,2021-10-30 14:00:00,15,2,1,3,9
7516822,2459,2446,426,187511,2021-10-03 17:30:00,7,0,4,2,4
6425504,3775,3772,412,186243,2021-01-17 14:00:00,20,0,3,3,10
10607752,3315,3173,524,188994,2024-05-19 10:30:00,37,0,2,5,6
9967641,5673,5659,255,188756,2023-10-18 23:00:00,27,1,2,12,1
8819909,1644,1639,346,188096,2023-05-08 14:00:00,46,2,0,6,6
6185096,5660,5659,255,186667,2020-12-20,26,1,2,4,11
6594125,1637,1639,346,186333,2020-11-07 12:30:00,11,0,3,8,1
6639306,3158,3162,524,186353,2021-05-15 18:45:00,37,2,0,4,4
7517981,3767,3766,412,187374,2021-09-19 18:45:00,6,2,1,10,4
10480434,1613,1623,364,188989,2024-04-02 18:30:00,31,1,1,7,3
7536153,691,686,795,187526,2022-03-20 13:00:00,29,1,0,6,6
8819752,1620,1650,346,188096,2023-02-18 15:00:00,33,3,1,9,9
8819534,10531,1637,346,188096,2022-10-18 18:45:00,16,3,2,8,0
10521242,676,756,795,189012,2023-12-10 20:00:00,16,2,4,8,3
11873076,5653,5646,255,189744,2024-06-17 23:30:00,9,0,4,2,6
10480258,1625,1646,364,188989,2024-01-31 19:30:00,22,3,1,7,3
10572039,2481,2460,426,188974,2023-09-23 13:30:00,5,2,1,3,4
10572071,2482,2451,426,188974,2023-09-02 13:30:00,3,3,1,3,3
6594009,1655,1678,346,186333,2020-12-26 15:00:00,21,2,1,7,7
8786342,3771,3803,412,188122,2023-05-27 19:00:00,37,1,2,3,5
9967358,5653,5657,255,188756,2023-04-16,1,1,2,14,3
8776763,1669,1630,364,188095,2022-09-03 14:00:00,6,5,2,2,6
9967677,5646,5644,255,188756,2023-11-12,34,3,0,6,3
6425407,3770,3788,412,186243,2021-03-21 14:00:00,30,1,1,2,7
6632500,676,679,795,186267,2021-05-08 14:15:00,35,0,0,5,7
10572202,2445,2463,426,188974,2024-02-24 14:30:00,23,1,1,9,4
10572235,2454,2447,426,188974,2024-04-13 13:30:00,29,1,2,2,4
8819510,1632,1664,346,188096,2022-10-04 18:45:00,13,0,0,5,12
6632566,700,674,795,186267,2021-04-04 16:30:00,29,2,1,4,13
6589638,1628,1611,364,186810,2021-03-03 20:15:00,29,0,0,4,6
11933011,5677,5654,255,189744,2024-10-05 22:00:00,29,0,2,3,7
10521386,676,687,795,189012,2024-05-13 19:00:00,35,2,0,6,2
7606859,3166,3173,524,187528,2021-11-01 19:45:00,11,2,0,5,2
10521364,682,675,795,189012,2024-05-19 17:00:00,37,4,4,3,3
11873037,5640,5642,255,189744,2024-04-28 19:00:00,4,3,1,10,4
6593780,1660,1663,346,186333,2021-04-05 14:00:00,40,1,2,3,4
11932859,5707,5659,255,189744,2024-07-03 22:00:00,14,1,2,7,5
8827020,3158,3192,524,188160,2023-05-22 16:30:00,36,2,2,6,4
7246115,5649,5656,255,187168,2021-08-29,18,0,1,6,4
10607644,3157,3315,524,188994,2023-12-30 17:00:00,18,1,0,6,5
10518624,1632,1655,346,188987,2024-04-06 14:00:00,41,0,0,4,3
8826745,3166,3168,524,188160,2022-10-23 13:00:00,11,2,0,9,4
8786157,3766,3774,412,188122,2023-04-09 11:00:00,30,3,1,7,2
10480273,1633,1614,364,188989,2024-03-17 14:00:00,29,1,1,7,10
6589605,1629,1630,364,186810,2021-02-19 20:00:00,25,1,0,7,9
6542842,2449,2460,426,186265,2021-03-05 19:30:00,24,0,0,2,6
7245990,5663,5651,255,187168,2021-10-23 22:15:00,28,3,0,4,10
10518023,1631,1634,346,188987,2024-01-22 20:00:00,28,1,1,8,8
8776747,1609,1616,364,188095,2022-08-27 16:30:00,4,2,1,9,2
8826966,3235,3194,524,188160,2023-04-30 13:00:00,32,1,1,3,5
8785186,2449,2451,426,188082,2023-02-10 19:30:00,20,0,0,9,3
10517860,1621,10531,346,188987,2023-10-28 14:00:00,14,0,1,6,5
8341175,5648,5644,255,187965,2022-04-23 22:00:00,3,0,1,5,4
8341415,5654,5648,255,187965,2022-09-18 19:00:00,27,1,2,6,2
11932938,5677,5642,255,189744,2024-08-11 19:00:00,22,2,0,3,7
7516729,2447,2457,426,187511,2022-05-14 13:30:00,34,2,1,3,1
6542971,2453,2459,426,186265,2020-12-12 14:30:00,11,2,0,5,4
10518955,1639,1655,346,188987,2024-05-04 11:30:00,46,4,0,5,6
6594035,1663,1641,346,186333,2020-12-15 19:45:00,19,2,1,3,2
6594246,1640,1650,346,186333,2020-09-18 18:45:00,2,3,2,7,4
7517778,3795,3788,412,187374,2021-12-01 18:00:00,16,2,0,4,3
7536104,698,679,795,187526,2021-09-21 17:30:00,6,1,2,2,5
7512026,1618,1620,346,187482,2022-03-15 19:45:00,38,0,2,5,7
8826727,3236,3205,524,188160,2022-10-09 13:00:00,9,2,0,3,6
10480352,1659,1611,364,188989,2024-04-13 16:30:00,33,2,2,7,2
6589654,1619,1646,364,186810,2021-04-04 11:00:00,30,3,2,6,7
8827013,3157,3164,524,188160,2023-05-20 18:45:00,36,5,1,7,2
6425327,3775,3804,412,186243,2020-11-29 16:00:00,12,1,3,11,1
6639560,3176,3194,524,186353,2020-12-19 14:00:00,13,1,1,4,1
7512342,1647,1621,346,187482,2021-10-30 14:00:00,15,1,2,2,3
7512444,1642,1621,346,187482,2021-08-18 18:45:00,3,1,2,3,1
11933085,5648,5707,255,189744,2024-12-05 23:00:00,37,1,0,10,3
7512122,1621,1642,346,187482,2022-02-09 19:45:00,31,0,2,5,4
10480412,1624,1629,364,188989,2024-02-17 15:00:00,25,1,2,10,4
8785236,2444,2447,426,188082,2023-04-01 16:30:00,26,4,2,6,3
6589524,1627,1609,364,186810,2021-01-02 20:00:00,17,0,4,3,5
6639372,3164,3194,524,186353,2021-04-17 13:00:00,31,3,1,5,7
11932851,5649,5646,255,189744,2024-07-04 22:00:00,14,2,2,5,10
8822991,702,675,795,188124,2022-10-19 19:00:00,10,0,3,7,2
7536066,686,679,795,187526,2022-04-09 14:15:00,31,1,0,1,6
11873099,5654,5638,255,189744,2024-04-18 00:30:00,2,2,1,9,1
7536263,713,692,795,187526,2021-11-01 17:30:00,12,0,0,4,7
8827006,3161,3315,524,188160,2023-05-13 18:45:00,35,4,2,1,5
7246002,5674,5655,255,187168,2021-10-17 23:30:00,27,0,0,8,4
8826747,3178,3236,524,188160,2022-10-15 13:00:00,10,1,0,2,9
6184881,5674,5655,255,186667,2020-08-20 22:15:00,4,0,1,4,5
6594029,10529,1618,346,186333,2020-12-16 19:00:00,19,3,2,8,1
10480421,1611,1633,364,188989,2024-02-04 14:00:00,23,3,0,5,8
7246134,5653,5646,255,187168,2021-08-14 22:00:00,16,2,0,11,2
